laptop_id;Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram;Memory;Gpu;OpSys;Weight_kg;Price_euros;id_shop;id_constructors
659;Acer;A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4;709.00;18;31
660;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2;1449.90;2;2
661;MSI;GL62M 7REX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.2;1191.80;25;29
662;HP;250 G6;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;1.86;364.90;35;24
663;Toshiba;Tecra A50-D-11M;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0;1064.00;23;10
664;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;2.2;919.00;15;21
665;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2;1135.00;1;36
666;Lenovo;IdeaPad Y700-15ISK;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960;Windows 10;3.31;1196.00;8;19
667;Dell;Alienware 17;Gaming;17.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;3147.37;18;28
668;Dell;Latitude E7470;Notebook;14;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.56;1229.00;23;7
669;Lenovo;Ideapad 320-15IAP;Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.2;419.00;34;25
670;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.2;535.00;13;13
671;HP;15-ay047nv (i3-6006U/6GB/1TB/Radeon;Notebook;15.6;1920x1080;Intel Core i3 6006U 2GHz;6GB;1TB HDD;AMD Radeon R5 M430;Windows 10;2.04;539.00;11;10
672;MSI;GP72VR Leopard;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.7;1486.77;31;5
673;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 6100U 2.1GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.1;498.00;36;28
674;Dell;Latitude 3580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.06;955.00;8;8
675;HP;15-bs012nv (i7-7500U/8GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon 530;Windows 10;2.1;745.00;18;10
676;Toshiba;Tecra Z50-D-10E;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.0;1258.00;18;2
677;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Linux;2.1;412.00;23;28
678;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.252;1867.85;32;31
679;Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;1.90;817.95;18;4
680;Lenovo;Yoga 720-13IKB;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.3;1034.00;38;4
681;Lenovo;IdeaPad 320-15AST;Notebook;15.6;1366x768;AMD E-Series E2-9000 2.2GHz;4GB;128GB SSD;AMD Radeon R2 Graphics;Windows 10;2.2;349.00;12;29
682;HP;Pavilion X360;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;128GB SSD;Nvidia GeForce 940MX;Windows 10;1.63;699.00;21;37
683;MSI;GP62 7RDX;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.4;1294.00;27;36
684;Asus;Zenbook 3;Ultrabook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1;1135.00;18;35
685;HP;Chromebook X360;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;8GB;64GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4;495.00;17;27
686;LG;Gram 15Z975;Ultrabook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.09;2299.00;12;33
687;Acer;Aspire VX5-591G;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16GB;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;1299.00;34;26
688;MSI;GV62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.2;997.90;26;15
689;Asus;L502NA-GO052T (N3350/4GB/128GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;128GB SSD;Intel HD Graphics 500;Windows 10;1.86;419.00;28;16
690;Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.21;2051.00;24;31
691;HP;17-bs000nv I3;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;256GB SSD;AMD Radeon R5 520;Windows 10;2.5;699.00;14;12
692;Lenovo;Yoga 730;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.19;1499.00;17;17
693;Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.49;2813.75;19;25
694;HP;250 G6;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;AMD Radeon 520;Windows 10;1.86;612.61;19;34
695;Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;Windows 10;2.2;545.67;28;21
696;HP;17-Y002nv (A10-9600P/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;AMD A10-Series 9600P 2.4GHz;6GB;2TB HDD;AMD Radeon R7 M440;Windows 10;2.65;569.00;6;34
697;Lenovo;V110-15ISK (3855U/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4GB;500GB HDD;Intel HD Graphics 510;Windows 10;2.1;318.00;6;20
698;Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core 3855U 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 510;Chrome OS;1.45;375.00;9;23
699;Lenovo;IdeaPad 520s-14IKB;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.7;699.00;21;25
700;HP;ZBook 17;Workstation;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;500GB HDD;Nvidia Quadro M1200;Windows 10;3.14;1907.99;35;36
701;Lenovo;ThinkPad X1;2 in 1 Convertible;14;Touchscreen 2560x1440;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42;2590.00;4;7
702;Toshiba;Satellite Pro;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.5;973.00;19;1
703;Acer;TravelMate B117-M;Netbook;11.6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics;Windows 10;1.4;269.00;17;3
704;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.38;1749.00;33;21
705;Asus;Chromebook Flip;2 in 1 Convertible;12.5;Full HD / Touchscreen 1920x1080;Intel Core M M3-6Y30 0.9GHz;4GB;64GB Flash Storage;Intel HD Graphics 515;Chrome OS;1.2;669.00;11;32
706;Toshiba;Portege Z30T-C-133;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.36;1877.00;1;12
707;HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;500GB HDD;AMD Radeon 530;Windows 10;2.1;689.00;6;1
708;Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.56;819.00;13;34
709;Lenovo;IdeaPad 320-15AST;Notebook;15.6;Full HD 1920x1080;AMD A9-Series 9420 2.9GHz;4GB;256GB SSD;AMD Radeon 530;Windows 10;2.2;399.00;18;21
710;Lenovo;IdeaPad 320-15ABR;Notebook;15.6;1366x768;AMD A12-Series 9720P 3.6GHz;8GB;1TB HDD;AMD Radeon R7;Windows 10;2.2;429.00;20;34
711;Lenovo;V310-15IKB (i5-7200U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD +  1TB HDD;Intel HD Graphics 620;Windows 10;2.1;621.45;34;9
712;Lenovo;V310-15ISK (i3-6006U/4GB/500GB/No;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;No OS;1.90;450.00;10;7
713;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.18;795.00;28;24
714;Acer;Spin 5;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.6;999.00;23;27
715;Lenovo;ThinkPad P51s;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16GB;512GB SSD;Nvidia Quadro M520M;Windows 7;2.18;1855.00;28;35
716;Lenovo;Thinkpad T460p;Notebook;14;Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.8;1191.00;26;9
717;HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;17.3;IPS Panel Full HD 1920x1080;AMD A10-Series 9620P 2.5GHz;6GB;2TB HDD;AMD Radeon 530;Windows 10;2.71;655.01;4;18
718;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.5;1249.00;7;28
719;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Linux;1.64;1089.00;22;34
720;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Linux;1.98;726.00;2;37
721;Asus;VivoBook E403NA;Notebook;14;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.5;298.00;24;5
722;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.93;1426.66;21;36
723;Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 920MX;Windows 10;1.87;857.07;30;10
724;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.9;1179.00;11;9
725;Lenovo;110-15ACL (A6-7310/4GB/500GB/W10);Notebook;15.6;1366x768;AMD A6-Series 7310 2GHz;4GB;500GB HDD;AMD Radeon R4;Windows 10;2.19;298.00;26;7
726;Mediacom;Smartbook 142;Notebook;14;IPS Panel Full HD 1920x1200;Intel Atom Z8350 1.92GHz;4GB;32GB HDD;Intel HD Graphics 400;Windows 10;1.4;265.00;37;22
727;HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.63;1200.00;33;31
728;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.17;1686.64;20;3
729;HP;Pavilion X360;2 in 1 Convertible;13.3;IPS Panel Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.58;836.60;19;23
730;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32;1499.00;3;29
731;Dell;Alienware 17;Gaming;17.3;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;32GB;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.36;3659.40;27;19
732;MSI;GL72M 7REX;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7;1348.48;26;33
733;Lenovo;V310-15IKB (i5-7200U/4GB/1TB/No;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Intel HD Graphics 620;No OS;1.9;489.90;29;19
734;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.2;719.00;4;14
735;Dell;Inspiron 5378;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;1.71;649.00;29;13
736;Dell;Inspiron 5567;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;AMD Radeon R7 M445;Linux;2.32;589.52;26;2
737;HP;15-BW037na (A9-9420/4GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4GB;1TB HDD;AMD Radeon 520;Windows 10;2.1;489.00;14;12
738;Acer;Predator 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.2;1935.00;5;19
739;Dell;Inspiron 3567;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;12GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.25;649.00;22;33
740;HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;15.6;Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6GB;128GB SSD +  1TB HDD;AMD Radeon 520;Windows 10;2.1;650.00;36;17
741;Acer;Extensa EX2540-58KR;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.4;559.00;17;29
742;Lenovo;ThinkPad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.44;960.00;34;3
743;Lenovo;V310-15IKB (i7-7500U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;1.85;779.00;5;3
744;HP;ZBook 15;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD;Nvidia Quadro M2200;Windows 10;2.6;2419.00;15;20
745;Dell;Inspiron 5379;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;Intel UHD Graphics 620;Windows 10;1.55;659.00;8;37
746;MSI;GS63VR 7RF;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1.8;2094.48;11;9
747;Acer;Aspire ES1-572;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.4;410.80;2;4
748;Dell;Inspiron 7560;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.0;1207.00;2;18
749;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2;665.00;22;37
750;Toshiba;Tecra X40-D-10G;Notebook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.25;1535.00;23;28
751;Lenovo;Flex 5;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.7;999.00;5;30
752;Lenovo;Thinkpad P51s;Workstation;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16GB;1TB SSD;Nvidia Quadro M520M;Windows 10;2.5;3299.00;7;34
753;Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.68;330.00;37;8
754;Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Intel HD Graphics 620;Windows 10;0.81;1649.00;28;36
755;HP;250 G6;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.86;539.00;5;26
757;Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6;1126.71;15;25
758;HP;Zbook 17;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Xeon E3-1535M v5 2.9GHz;16GB;256GB SSD;Nvidia Quadro M2000M;Windows 7;3;4389.00;6;32
759;Lenovo;N23 (N3060/4GB/128GB/W10);Netbook;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;Windows 10;1.4;475.00;6;35
760;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.84;1900.00;32;13
761;Asus;X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce;Notebook;15.6;1366x768;Intel Core i5 6300HQ 2.3GHz;4GB;1TB HDD;Nvidia GeForce GTX 950M;No OS;2.45;579.00;22;36
762;Lenovo;Thinkpad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;180GB SSD;Intel HD Graphics 520;Windows 10;1.7;1096.00;4;19
763;Asus;Pro P2540UA-XO0192R;Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.37;849.90;29;26
764;Lenovo;Yoga 900-13ISK;2 in 1 Convertible;13.3;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6260U 1.8GHz;8GB;256GB SSD;Intel HD Graphics 540;Windows 10;1.3;1199.00;28;7
765;HP;15-cb003na (i5-7300HQ/8GB/1TB;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2;1099.00;5;6
766;HP;ZBook 15;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8GB;256GB SSD;Nvidia Quadro M1000M;Windows 7;2.59;1561.00;4;25
767;Dell;Alienware 17;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42;2868.99;19;21
768;Acer;Aspire 3;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.1;599.00;34;30
769;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.5;1048.00;31;31
770;Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.18;1859.00;7;29
771;Google;Pixelbook (Core;Ultrabook;12.3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8GB;256GB SSD;Intel HD Graphics 615;Chrome OS;1.1;1559.00;13;8
772;Asus;Zenbook UX330UA-AH5Q;Ultrabook;13.3;IPS Panel Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.2;1129.00;1;15
773;Dell;Latitude 3380;Notebook;13.3;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.65;849.00;14;26
774;Acer;TravelMate P238-M;Notebook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.6;655.00;22;15
775;Asus;X751NV-TY001 (N4200/4GB/1TB/GeForce;Notebook;17.3;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.8;470.34;38;31
776;Dell;Inspiron 7559;Gaming;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.72;1099.00;36;5
777;Samsung;Notebook 9;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.31;1599.00;11;25
778;Acer;Aspire A315-31;Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Linux;2.1;298.00;5;31
779;Dell;Inspiron 5567;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;AMD Radeon R7 M445;Windows 10;2.3;1181.27;9;22
780;Samsung;Notebook 9;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;AMD Radeon 540;Windows 10;1.71;1799.00;30;23
781;Toshiba;Tecra A40-C-1E5;Notebook;14;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.75;1020.00;31;26
782;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.62;1099.00;37;26
783;HP;EliteBook 820;Ultrabook;12.5;1366x768;Intel Core i5 6200U 2.3GHz;4GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.26;1244.00;34;21
784;Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12GB;2TB HDD;Nvidia GeForce 940MX;Windows 10;2.3;839.00;6;3
785;Lenovo;Thinkpad P50;Notebook;15.6;4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16GB;512GB SSD;Nvidia Quadro M2000M;Windows 7;2.5;2370.00;28;28
786;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.8;636.00;8;14
787;Razer;Blade Pro;Gaming;14;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1060;Windows 10;1.95;2899.00;28;26
788;Asus;Vivobook Max;Notebook;15.6;1920x1080;Intel Pentium Dual Core N4200 1.1GHz;8GB;128GB SSD;Intel HD Graphics 505;Windows 10;2;581.90;27;26
789;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32GB;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070M;Windows 10;4.42;3588.80;9;10
790;Asus;Rog G752VS-BA171T;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.3;2350.00;15;24
791;Toshiba;Tecra Z40-C-161;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Nvidia GeForce 930M;Windows 10;1.47;1764.00;16;9
792;Lenovo;IdeaPad 110-15IBR;Notebook;15.6;1366x768;Intel Celeron Quad Core N3710 1.6GHz;8GB;1TB HDD;Intel HD Graphics 405;No OS;2.2;329.00;18;31
